"item","subj","attractor","interference","rating","accuracy","Sentence"
13,"1510608193_7b7dce070d57349f92d9b5dfcfd49cab","mismatch","interference",5,0,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510608977_162311fbf1c4bf1e9d5226251c67ee06","mismatch","interference",3,0,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510611873_d96cc214e816c55cd24f860e367b8582","mismatch","interference",5,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510613690_88316faa76f612a5c2437d4047f9f0fa","mismatch","interference",5,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510614467_f5b00cb05460af7081bc960bd7db9337","mismatch","interference",7,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510615743_332ea348201706ae65cf5c74043a673e","mismatch","interference",4,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510624708_8f5c3879713d8c6da004c985ab2091b3","mismatch","interference",3,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510714816_b6a235db3e578a0c8749ec0aa94af2d5","mismatch","interference",5,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510724856_e0c6d10a7c58e842094c7efb4f8777df","mismatch","interference",7,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510727416_401467a1816129e1402559ea4d23f3ff","mismatch","interference",6,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510730635_1023e49ff1621cc9792303c6ed621671","mismatch","interference",5,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510733015_ccc2f6f37f0f58edd31ebbaa159a19ab","mismatch","interference",6,0,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510733813_4ea717fb21f846b7682e0b4ed09911d9","mismatch","interference",7,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510737736_2b619b22ab1f985873220351f2e19a3c","mismatch","interference",2,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510738776_ec9c0587a0e060eb5b8a6e307f4254d4","mismatch","interference",5,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510740547_f185c331896da35e9eca227114a37510","mismatch","interference",5,0,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510741374_738659cad0158d63247e0be340c5bc8e","mismatch","interference",6,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510744401_fbe5d195af4e961688e92fc082efa272","mismatch","interference",6,0,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510750532_727886d61bb7f12f09b3cb4f45185464","mismatch","interference",7,0,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510752754_9029505d514f88c648cb6e5a90ce82fa","mismatch","interference",7,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510757826_b668462bd02cd9752e63e5d52d6bca73","mismatch","interference",5,0,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510760516_377192f820a076d3b850410f5485bc26","mismatch","interference",3,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510764371_051eebb9b4136e6975e4a76322f6a962","mismatch","interference",6,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510766199_74a0aec1fe49d59934506a7ed982a5db","mismatch","interference",4,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510768341_e5ac511a820f29b59fd02ce70731bb0c","mismatch","interference",7,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510773008_de64e2160b27d65b1559b1897da98d77","mismatch","interference",5,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510774705_a3562ee2e985e33372a1199fff80ad42","mismatch","interference",6,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510779672_167ec817baa06e9e769635fcf768de0f","mismatch","interference",7,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510782378_04269cc5f7a4f4a5d7e5270cfad993b6","mismatch","interference",5,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510796736_495f5cfb33c005ea4ccdf137a25eeddf","mismatch","interference",3,0,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510810339_807c6a850e402643aa3f5df6e87f98f4","mismatch","interference",5,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510838823_bb9857c96fcea179a7dd0d55ff4a0b24","mismatch","interference",6,1,"The_manager of_the musicians cheerfully signs a_contract for_the next two years."
13,"1510578028_58753a344019047f30e655be6b462927","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510578646_1b50427d51983852ddf5e4d586063dbb","match","no interference",3,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510578669_d4bdd815f05b2cf5462a557135c4a2ed","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510579819_d33b54762e4289d3042a07ebfe9acdba","match","no interference",3,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510580672_8294b4f6b7982bd641d3dd957ccd84b2","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510580908_7c97c2714b45bd366a694c6b68457142","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510582102_6362195104e20f3d4b500a5b2280a4ab","match","no interference",5,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510582137_07afbd5371f2efca9f7a96d4714a2afa","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510582382_4a9aee1f135c58ea0553f6c95259649e","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510582560_73b4c9b9039ac43bc33bf7a0489beac7","match","no interference",5,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510583051_24cd91b3dd9e790d7c502bafdae94ee7","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510583200_0119f3dc2d1290a0a2755ea7993409c2","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510584353_c27cdfcdb704c574e29adb1592a14466","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510584986_22a3c4042860c1173f68432718668781","match","no interference",7,0,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510585222_09f51cc75f32b442c493c2f049d4cde7","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510585512_c68b152de545af1fe33131d6a84d7ff2","match","no interference",5,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510586218_4a9542649361137c371995eadd80a708","match","no interference",4,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510587185_7ec8e09d456a71af5f66876d08268f71","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510587460_3d2da809950d2274fda90f7542f0b400","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510587741_e55fcb3275372066c4126318b3d51526","match","no interference",3,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510588848_1c6ee246db9c06c794b97114e6fcf43f","match","no interference",3,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510590540_c353b2e120bda4924d564a76be2f985a","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510591059_a631a633722dec1ec8c51a63afabc5df","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510591336_ba69d28a89772ca8371929068c18175b","match","no interference",5,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510591674_29d3dbb6d1ae066aaeb0b16617b3eeff","match","no interference",5,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510592900_f9cfa2bb97a25ef41ffa90bc5e5d410a","match","no interference",4,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510593426_72068354835d157dc34d6c205a7518fa","match","no interference",2,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510594231_32ea59fd709bad99ca4e7aa15ce90a82","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510595186_7b418cd4ecebe9ab26fcb7f803690d8e","match","no interference",4,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510595556_d2ba3fb0a19741f8d1d7543af23bec83","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510596130_4ab8fdf38264ad9497f394359fa9e02c","match","no interference",4,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510597493_18de7ab87827e96a86d70f3d4e2de738","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510598396_2320c393a952e06fb125f73160653591","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510599359_7d83bd175a6b8fa950c6dfd440ec1ee6","match","no interference",4,0,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510600543_b347154bd902146178c0b66a810e0507","match","no interference",5,0,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510603756_43ac87f2f6ce5cb7e74a4d368bdb753f","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510604119_54724a55a5fb4af7767a95fe92a88922","match","no interference",3,0,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510604816_0612742a4d1d1888e08d45f87a4a3629","match","no interference",4,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510611277_5c30b06a01c580b72213d1758920c172","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510611927_93e17a5a4f41ba65efed3ab89501b4ff","match","no interference",5,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510612951_8c047409bccf151a11e9bab500bf4554","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510618367_1a26d9b26d729a85583491953bcf53d5","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510618381_ffb8f0bbda07ea1df5e7cb093625ec7a","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510619819_03b0aad179926f5473787f3e819af3fc","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510621306_7cff6541b4aea4dc58583d5143f79c19","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510708103_ffb93b849f8e10244198496679bbb5f8","match","no interference",5,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510714866_e727420fde5772016c9555d71c0fc6c0","match","no interference",5,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510721293_a9fa16cf570fe6a5a8e73359bbd3e78a","match","no interference",2,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510733857_4ea717fb21f846b7682e0b4ed09911d9","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510735813_b4d08df254cae50621effa4c4b76b30f","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510736980_7c72cef2f458048be00a90ccff423922","match","no interference",5,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510739871_99715b1558d20a81cb62d3edf96475e1","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510740594_be47b196fe3eb80042afd9152f905c13","match","no interference",5,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510742216_49bd1d71ab125ffaa003fc25f6ad8d88","match","no interference",5,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510744451_ddb96fa27def4314655b93125f0b419a","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510745662_d0a0af0b01423c157f551681c78d04fe","match","no interference",7,0,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510748026_07511226505a7645ceb39238cad9797a","match","no interference",5,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510748055_31135fe87edf3b6e97e3d9fe8dbfdf1a","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510751613_8b2044787aed25a41a46a97b75926bfa","match","no interference",4,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510754124_3c38abfec9ae7a2548a0d4f5f7aed42b","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510764355_fdb9850dc895829f3b8999b2f2eb2dd8","match","no interference",5,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510768444_af49aa43edcda5d1de1d1c4a5f86c2c5","match","no interference",7,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510782580_244c5d5b00bd36ed88dbe5f87c6d66ab","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510789952_516430cc0ebc214b43004d0058766035","match","no interference",2,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510797614_5dd826b0d99b9ab4e8930195d3d28543","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510810694_a5283ec5ab82335273ca8e84ba8499ee","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510822876_bcb1890d2b881fa0c8ebd6709a4bfb33","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510838991_7d948e734dcbc7c6c170f76a56292bd9","match","no interference",6,1,"The_manager of_the estate cheerfully signs a_contract for_the next two years."
13,"1510574437_4b5a5d4e1215093f65432d955891d8f1","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510575762_c5cfa6996cd25d96cb8c7548dae83a2e","mismatch","no interference",6,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510577591_72b1bfff444037fa703707260ff767aa","mismatch","no interference",6,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510578066_4bf52a1ab91eabce49bde8c250bd4a91","mismatch","no interference",5,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510580871_e3117a6302cd62b57850a4b8c78d69b7","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510581798_9819b2c20a63d574266cd5a14d2f75af","mismatch","no interference",5,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510582265_ee8d6c518f2f7ffc1afafb515bac0427","mismatch","no interference",2,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510582278_f7395e14f4d0bba8fc3c18d7286ee5ae","mismatch","no interference",5,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510582538_0119f3dc2d1290a0a2755ea7993409c2","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510582752_f9a84c54f0428f09fa644d093ccdc0d4","mismatch","no interference",5,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510583045_3c1b593d1ac5f730b1a0cb5498d51747","mismatch","no interference",5,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510583458_7b97ceb6ddf5fb6f389dadb8aa1a2818","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510583516_7b97ceb6ddf5fb6f389dadb8aa1a2818","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510584689_053ca0a563628eff885f556e149c956a","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510585481_3c57840c9cac31ada00166768331569e","mismatch","no interference",6,0,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510585589_858230ce57d1befb917c33f664f8eb97","mismatch","no interference",6,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510585886_8b20c656e4fc7c0e1d7929c2890bdcea","mismatch","no interference",6,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510586223_703bbbdd5fdee33983b145458967e692","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510588321_e7f6f22373dd969f39394e9168751be6","mismatch","no interference",5,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510589658_55c1041a05512178fa71f10d5a7a4607","mismatch","no interference",2,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510589844_0bba010766e5dc210ca25937ebc23631","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510590310_d4fff9958b16647d33b5d5f4ed2f1db3","mismatch","no interference",1,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510591001_011b6b9f989f8d7c145c1ca0322dfd33","mismatch","no interference",5,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510592888_72292af0d4354ee3930be4272bfb72f3","mismatch","no interference",6,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510594295_50f6a5b9b5a4887e4cdf5e5fe5ab9774","mismatch","no interference",5,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510594543_c7c1f6199c1c027339bf6e294199078c","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510595550_da64c09fd3f427695c9bde7678a23013","mismatch","no interference",6,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510596145_04d7e9e364abdb344317337c0a14a639","mismatch","no interference",6,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510596393_2b57d99c3d2743d1efdeb9aafc894f1c","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510596871_d9ddc2a46aa6642ae3c1fd47dacf082c","mismatch","no interference",6,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510597160_769fa66f5e43ec92b01fa6dd8a259db8","mismatch","no interference",3,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510597380_d88e83312cabe8147150614a4752a07e","mismatch","no interference",6,0,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510597699_779b0b16f316c7dcc721a3d4298e9bb4","mismatch","no interference",4,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510598211_fe9462f12b1fb52a5e265a0db3bd4ca1","mismatch","no interference",5,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510598915_01e0682343ae4d1c7bcd7f1422e47d2b","mismatch","no interference",4,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510599391_5be67b320195bfe7881cd1a328fcd0a6","mismatch","no interference",3,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510599812_657b682ecfac218764bce30e87404419","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510600275_2e11074b4daf7285735bb2c4a35bb8e4","mismatch","no interference",4,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510600899_72036243ba8c64778b3d360dadc8ab31","mismatch","no interference",2,0,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510601904_a994aa1347fffb13ec7a9e9042bc6795","mismatch","no interference",6,0,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510602374_872b2a5d7aa0defd27a73791566e71ce","mismatch","no interference",5,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510603099_0fd1a18c162f79bc118113bc09eae00f","mismatch","no interference",6,0,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510603487_bf9aad24ffa3b44fd358c2b2ec375c5b","mismatch","no interference",3,0,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510604115_6b61acf7734575d7aa8db4990b101167","mismatch","no interference",6,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510604115_a9f7d0924e295c24bece9ed4c029f2a8","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510604529_f7e6461ac47a5698d81bad5900941b20","mismatch","no interference",4,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510604837_1f02ef26d48484bdba71ead8bd0c8f84","mismatch","no interference",4,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510606373_5bf5ad15eb4fce7e8ca898a33d80b862","mismatch","no interference",4,0,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510607316_ecf88ccceaaac7927fc7f3b87bcca68d","mismatch","no interference",5,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510607705_524259acf692a7f1754f49e2b9ec5f58","mismatch","no interference",1,0,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510609423_160777bf0fd571cbbf30c91d0fb3a9ef","mismatch","no interference",4,0,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510612361_147140e7d9b6af7bee2199f3b56502ce","mismatch","no interference",4,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510613706_72fedd78b409bd999967f023f7b6a741","mismatch","no interference",3,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510614537_5730d0be16eb329b7a10ce496aff3f59","mismatch","no interference",2,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510619880_b2a12aa54d2a62bee169674e9ce4c98b","mismatch","no interference",4,0,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510621348_07d28e17f3bf70932ec310e1c5e2be86","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510649943_0720d12fb4017c1f6ca1bcc804572822","mismatch","no interference",6,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510712393_d42f8201e98af8dda69a0875451828be","mismatch","no interference",6,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510717358_8273b37b8ee455260ff2c5260ace916d","mismatch","no interference",5,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510736975_193a1d3411c633e1f9151e79f6e14dac","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510737809_0eea9b8b43fb387c788c3f299b6bf521","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510741423_4b98db0a68917b0d1a1ac5763d3e0798","mismatch","no interference",5,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510743392_532a216003491e34b5f4cc5edfe3e425","mismatch","no interference",6,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510744444_fbe5d195af4e961688e92fc082efa272","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510745695_d0a0af0b01423c157f551681c78d04fe","mismatch","no interference",7,0,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510752759_80b15a61bb117a631e05e2bcae8a43fc","mismatch","no interference",6,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510754158_e9115a05408c9b10aab95e78a909d725","mismatch","no interference",4,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510770956_2fd5e48eb2350ec9b61818cba5f43707","mismatch","no interference",1,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510797830_0b96f99077bcca7e0051b6b916243bf1","mismatch","no interference",7,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510811805_b4551272b3d6999eb004c891aa24a89b","mismatch","no interference",7,0,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
13,"1510839204_2ae428ca5c44e82becd86391695ca016","mismatch","no interference",6,1,"The_manager of_the estates cheerfully signs a_contract for_the next two years."
14,"1510575742_5866dc2064ad7c3e524587c1bbca8ea1","match","interference",6,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510576840_e4d094b9fbf3236633481b9f65da957f","match","interference",4,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510577633_552bb9588e5c76fcd97ac17b396ab4e3","match","interference",5,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510579090_7a0775d567eb9c29e6975d3ee2ee9932","match","interference",6,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510580151_9dfb3e18b2be3fe02ead98594eaaf4ad","match","interference",6,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510580406_48995ca25f48be66f1ffc264e934d94d","match","interference",1,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510581253_37baa759f500ecbbb68eec56b7578d2e","match","interference",6,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510581557_ce2a26133c599a7025036264f38e48de","match","interference",7,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510581723_c88020d9fbea5bcd35d7b1534d7e0360","match","interference",4,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510582930_2e7486158661781a22c07f8920e166ea","match","interference",1,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510583229_91bb5dd569d5a6c8bce7905b06a8a063","match","interference",7,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510583245_b2a5de6a9ddcc23410255732a55c7b1f","match","interference",7,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510584040_f1ff1d8092f135f3a053f4bcfac464a6","match","interference",4,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510584833_5a0022e81fddfdb7b26f4a5981041c33","match","interference",7,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510585245_2e0033ae932545f11a418cd405b58839","match","interference",6,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510585278_f35444575cb81d2e62eee7dd8cf795bf","match","interference",3,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510586079_64dca6cee9be184955f101114f6e9124","match","interference",6,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510587034_bbc6e47d8cea6f3b8efbd34d13d1a162","match","interference",5,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510587439_a85fc0b10965943a71ddf60a08447dfe","match","interference",3,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510587732_2599b636cd0f950f6eae9144fe3e30df","match","interference",2,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510588804_a97aba2f96a65adb63b99615ef794063","match","interference",7,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510589051_070306fad18e130869453ec44979f597","match","interference",7,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510589114_070306fad18e130869453ec44979f597","match","interference",7,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510589316_ca155feb9170c39053c53bf978673fe7","match","interference",6,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510589447_8a95f13757045b4448d88cd032235b0d","match","interference",4,0,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510589475_21bec431abf563048a14fa1039b20614","match","interference",6,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510589851_8efb2655b4f903d01889009c75de3556","match","interference",7,1,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510590067_bb90e1178959dac66bd469387a3ca208","match","interference",5,0,"The_student of_the professor categorically refuses to_take the_final exam."
14,"1510590300_5d24831355a5c27b4043328df16968b2","match","interference",5,1,"The_student of_the professor categorically refuses to_take the_final exam."
